"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SOD2",4.3870055859006e-13,0.592718388257978,0.659,0.735,1.51132342434276e-08,"Monocyte_CD14highCD16low","SOD2"
"SPOP",4.40349221504537e-13,0.657783434036305,0.353,0.351,1.51700306808313e-08,"Monocyte_CD14highCD16low","SPOP"
"EPS15",5.2986760163162e-13,0.481233847493904,0.474,0.486,1.82539388762093e-08,"Monocyte_CD14highCD16low","EPS15"
"NBAS",5.78448734835943e-13,0.604153561612265,0.254,0.228,1.99275589150982e-08,"Monocyte_CD14highCD16low","NBAS"
"TGFBR2",6.34621433763136e-13,0.564275435775197,0.464,0.474,2.186270839314e-08,"Monocyte_CD14highCD16low","TGFBR2"
"MFF",6.5337773757417e-13,0.266430145133377,0.254,0.316,2.25088630594302e-08,"Monocyte_CD14highCD16low","MFF"
"SEC24B",7.39241781275301e-13,0.557672273075024,0.298,0.272,2.54668793649341e-08,"Monocyte_CD14highCD16low","SEC24B"
"NFYC",7.9555841561738e-13,0.285855036693484,0.28,0.347,2.74069874180187e-08,"Monocyte_CD14highCD16low","NFYC"
"BIRC2",9.35221163972685e-13,0.266420620877876,0.322,0.401,3.2218369098859e-08,"Monocyte_CD14highCD16low","BIRC2"
"FRAT2",1.13185986634898e-12,0.760855586985479,0.271,0.254,3.89925723957224e-08,"Monocyte_CD14highCD16low","FRAT2"
"WDR26",1.30041162689592e-12,0.529333548045273,0.429,0.435,4.47991805465645e-08,"Monocyte_CD14highCD16low","WDR26"
"MX2",1.34536211331395e-12,0.41618396690462,0.351,0.431,4.63477248036657e-08,"Monocyte_CD14highCD16low","MX2"
"MFSD14C",1.83231820599874e-12,0.57903050500156,0.297,0.277,6.31233621966565e-08,"Monocyte_CD14highCD16low","MFSD14C"
"FBXO9",2.24337973422736e-12,0.716922368848573,0.294,0.281,7.72844318441324e-08,"Monocyte_CD14highCD16low","FBXO9"
"MFSD14B",2.28925655713379e-12,0.563173996015642,0.402,0.402,7.88648883932592e-08,"Monocyte_CD14highCD16low","MFSD14B"
"SNX27",2.44038477945385e-12,0.522342363912174,0.455,0.479,8.4071255652185e-08,"Monocyte_CD14highCD16low","SNX27"
"DIAPH1",3.1441069157462e-12,0.494231611952247,0.525,0.567,1.08314483247457e-07,"Monocyte_CD14highCD16low","DIAPH1"
"ADAM17",4.10434308714362e-12,0.520902925878622,0.431,0.441,1.41394619352098e-07,"Monocyte_CD14highCD16low","ADAM17"
"SMURF1",4.29100300930776e-12,0.495277418669003,0.254,0.223,1.47825053670652e-07,"Monocyte_CD14highCD16low","SMURF1"
"HNRNPD",4.43765606721825e-12,0.386404574987309,0.567,0.622,1.52877251515669e-07,"Monocyte_CD14highCD16low","HNRNPD"
"BCL6",5.11063326834011e-12,0.783528723375314,0.312,0.3,1.76061316094317e-07,"Monocyte_CD14highCD16low","BCL6"
"EIF3M",6.59096538997195e-12,0.373698450158364,0.616,0.705,2.27058757684534e-07,"Monocyte_CD14highCD16low","EIF3M"
"NUP98",7.21148176547356e-12,0.759925884883599,0.27,0.25,2.48435546820564e-07,"Monocyte_CD14highCD16low","NUP98"
"PSPC1",9.08921111174443e-12,0.613270610800508,0.352,0.344,3.13123322799596e-07,"Monocyte_CD14highCD16low","PSPC1"
"PHKB",1.02355570236345e-11,0.426117098612951,0.407,0.401,3.52614939464208e-07,"Monocyte_CD14highCD16low","PHKB"
"RNGTT",1.13802029926471e-11,0.568060124307919,0.273,0.25,3.92047993096694e-07,"Monocyte_CD14highCD16low","RNGTT"
"ATP11A",1.19196777838503e-11,0.390128630068833,0.436,0.431,4.10632899653642e-07,"Monocyte_CD14highCD16low","ATP11A"
"RBM5",1.2200315547543e-11,0.631563936052052,0.361,0.362,4.20300870612856e-07,"Monocyte_CD14highCD16low","RBM5"
"ZSCAN16-AS1",1.30720034328888e-11,0.25008649767685,0.208,0.257,4.5033051826302e-07,"Monocyte_CD14highCD16low","ZSCAN16-AS1"
"WWP1",1.34498288386923e-11,0.610811682799466,0.274,0.255,4.63346603492949e-07,"Monocyte_CD14highCD16low","WWP1"
"CAMK1D",1.35347115062105e-11,0.255747431470629,0.371,0.438,4.66270811388953e-07,"Monocyte_CD14highCD16low","CAMK1D"
"ZNF644",1.5721370999166e-11,0.444294074910103,0.381,0.373,5.41601230921267e-07,"Monocyte_CD14highCD16low","ZNF644"
"AMFR",1.61923110103772e-11,0.609904400630534,0.252,0.232,5.57825114307494e-07,"Monocyte_CD14highCD16low","AMFR"
"MTMR10",1.91535261206487e-11,0.438617472525094,0.261,0.234,6.59838974856346e-07,"Monocyte_CD14highCD16low","MTMR10"
"ARHGEF6",1.93671956541701e-11,0.621515322239453,0.332,0.323,6.67199890286159e-07,"Monocyte_CD14highCD16low","ARHGEF6"
"CUL5",1.95780802168241e-11,0.549089279309442,0.33,0.32,6.74464863469589e-07,"Monocyte_CD14highCD16low","CUL5"
"VPS41",2.49304040353956e-11,0.617340957976317,0.343,0.334,8.58852419019378e-07,"Monocyte_CD14highCD16low","VPS41"
"EGLN1",2.62749936678673e-11,0.387384938294723,0.205,0.251,9.05173531858027e-07,"Monocyte_CD14highCD16low","EGLN1"
"DDX3X",3.61099597549429e-11,0.411282298674251,0.617,0.694,1.24398811355778e-06,"Monocyte_CD14highCD16low","DDX3X"
"TPD52L2",3.65658949410434e-11,0.256021269525482,0.264,0.323,1.25969508071894e-06,"Monocyte_CD14highCD16low","TPD52L2"
"NOTCH2",3.79795814265976e-11,0.323874186721581,0.567,0.607,1.30839658014629e-06,"Monocyte_CD14highCD16low","NOTCH2"
"THUMPD1",3.8015057609292e-11,0.273170035241874,0.226,0.277,1.30961873464011e-06,"Monocyte_CD14highCD16low","THUMPD1"
"UBALD2",3.95086481071625e-11,0.298293403033276,0.306,0.375,1.36107292729175e-06,"Monocyte_CD14highCD16low","UBALD2"
"REV3L",4.15361158158264e-11,0.632167511253264,0.273,0.254,1.43091918985522e-06,"Monocyte_CD14highCD16low","REV3L"
"RANBP2",4.6356173194277e-11,0.543086878679854,0.339,0.328,1.59697016654284e-06,"Monocyte_CD14highCD16low","RANBP2"
"ARPP19",4.8512418641527e-11,0.272830828602941,0.236,0.289,1.6712528222006e-06,"Monocyte_CD14highCD16low","ARPP19"
"SENP6",4.91053786393808e-11,0.488416374065895,0.484,0.504,1.69168029412667e-06,"Monocyte_CD14highCD16low","SENP6"
"AKNA",5.04806610281255e-11,0.604646741517627,0.391,0.398,1.73905877241892e-06,"Monocyte_CD14highCD16low","AKNA"
"ZMYM2",6.35096134904987e-11,0.449016676873272,0.412,0.412,2.18790618474768e-06,"Monocyte_CD14highCD16low","ZMYM2"
"CCDC69",6.42290997241710e-11,0.525360788992252,0.443,0.468,2.21269248549769e-06,"Monocyte_CD14highCD16low","CCDC69"
"UBE3C",8.7237556270095e-11,0.529603793034658,0.298,0.281,3.00533381350477e-06,"Monocyte_CD14highCD16low","UBE3C"
"PPP2R5E",9.33943506518399e-11,0.528264834029894,0.385,0.386,3.21743537995588e-06,"Monocyte_CD14highCD16low","PPP2R5E"
"USP47",1.04604367526948e-10,0.52625805791167,0.343,0.331,3.60362046130335e-06,"Monocyte_CD14highCD16low","USP47"
"SMAP2",1.05100155025981e-10,0.354497420175149,0.7,0.786,3.62070034064504e-06,"Monocyte_CD14highCD16low","SMAP2"
"ATXN2",1.38910030603109e-10,0.49728746208721,0.344,0.333,4.78545055427711e-06,"Monocyte_CD14highCD16low","ATXN2"
"TENT2",1.42081131081896e-10,0.42141361508701,0.414,0.411,4.89469496577132e-06,"Monocyte_CD14highCD16low","TENT2"
"MIA3",1.58146232327877e-10,0.25168204730855,0.228,0.277,5.44813770369537e-06,"Monocyte_CD14highCD16low","MIA3"
"UBA2",1.8183845469931e-10,0.260025193830329,0.249,0.303,6.26433476439122e-06,"Monocyte_CD14highCD16low","UBA2"
"MYO1F",2.3282160141545e-10,0.300001383823516,0.74,0.855,8.02070416876226e-06,"Monocyte_CD14highCD16low","MYO1F"
"OSCAR",2.56502803274828e-10,0.567088949287462,0.381,0.391,8.83652157281784e-06,"Monocyte_CD14highCD16low","OSCAR"
"SUPT5H",3.36184013176282e-10,0.26026919705491,0.253,0.307,1.15815392539229e-05,"Monocyte_CD14highCD16low","SUPT5H"
"CSNK1G1",3.91177489332001e-10,0.571874974009244,0.255,0.233,1.34760645074874e-05,"Monocyte_CD14highCD16low","CSNK1G1"
"SIPA1",5.25918302778588e-10,0.28899247957892,0.22,0.269,1.81178855307224e-05,"Monocyte_CD14highCD16low","SIPA1"
"ARID4B",6.90684849802179e-10,0.533341245298901,0.544,0.602,2.37940930756851e-05,"Monocyte_CD14highCD16low","ARID4B"
"PPP4R3B",7.30352536046546e-10,0.578430576271833,0.366,0.366,2.51606448668035e-05,"Monocyte_CD14highCD16low","PPP4R3B"
"IPMK",9.37060794578897e-10,0.569161457783722,0.32,0.305,3.2281744373243e-05,"Monocyte_CD14highCD16low","IPMK"
"ATP9B",1.00532937319124e-09,0.488412368517809,0.278,0.257,3.46335969064383e-05,"Monocyte_CD14highCD16low","ATP9B"
"WDR82",1.38224852976384e-09,0.283308085738835,0.295,0.358,4.76184618503643e-05,"Monocyte_CD14highCD16low","WDR82"
"MT-ND6",1.41229287594624e-09,0.567944844773657,0.215,0.261,4.86534895763479e-05,"Monocyte_CD14highCD16low","MT-ND6"
"KIF13B",1.43189174538647e-09,0.484759094331459,0.281,0.262,4.93286706285639e-05,"Monocyte_CD14highCD16low","KIF13B"
"DOCK11",1.7778191924427e-09,0.480193417914116,0.458,0.472,6.12458711796509e-05,"Monocyte_CD14highCD16low","DOCK11"
"SND1",2.11042582316714e-09,0.507283616573334,0.431,0.45,7.2704169608108e-05,"Monocyte_CD14highCD16low","SND1"
"NCOR1",2.13702175924311e-09,0.439773318000876,0.533,0.597,7.36203996059251e-05,"Monocyte_CD14highCD16low","NCOR1"
"GIT2",2.2747549585098e-09,0.534382560261298,0.435,0.456,7.83653083206627e-05,"Monocyte_CD14highCD16low","GIT2"
"ZNF800",2.31834405472252e-09,0.279576414546779,0.281,0.339,7.98669526851907e-05,"Monocyte_CD14highCD16low","ZNF800"
"R3HDM2",2.71803391099778e-09,0.463202582714489,0.433,0.44,9.36362682338736e-05,"Monocyte_CD14highCD16low","R3HDM2"
"PARP4",2.76592603777487e-09,0.565927478077129,0.364,0.361,9.52861520013443e-05,"Monocyte_CD14highCD16low","PARP4"
"NR3C1",2.96486447390467e-09,0.412342408407512,0.52,0.552,0.000102139581126016,"Monocyte_CD14highCD16low","NR3C1"
"CDC42EP3",3.39355778896785e-09,0.620313726804865,0.491,0.546,0.000116908065829942,"Monocyte_CD14highCD16low","CDC42EP3"
"LUC7L3",3.4212078936904e-09,0.430933562504449,0.519,0.562,0.000117860611937634,"Monocyte_CD14highCD16low","LUC7L3"
"SCAF8",3.56765843803134e-09,0.508157607698163,0.305,0.289,0.00012290583319018,"Monocyte_CD14highCD16low","SCAF8"
"STAG2",3.8141602147609e-09,0.484379485235575,0.534,0.587,0.000131397819398513,"Monocyte_CD14highCD16low","STAG2"
"USP24",3.82808110453903e-09,0.498262647561717,0.304,0.289,0.00013187739405137,"Monocyte_CD14highCD16low","USP24"
"AKIRIN1",4.53923925618183e-09,0.276696271790956,0.278,0.337,0.000156376792375464,"Monocyte_CD14highCD16low","AKIRIN1"
"WASHC2C",5.39951265312804e-09,0.576584119439142,0.313,0.309,0.000186013210900261,"Monocyte_CD14highCD16low","WASHC2C"
"SYNRG",5.71408129471875e-09,0.27197304200412,0.254,0.306,0.000196850100603061,"Monocyte_CD14highCD16low","SYNRG"
"NLRP1",6.98683470170069e-09,0.420180907548871,0.414,0.416,0.000240696455473589,"Monocyte_CD14highCD16low","NLRP1"
"XPO6",8.49555423502756e-09,1.20300263314098,0.321,0.318,0.000292671843396699,"Monocyte_CD14highCD16low","XPO6"
"PDS5A",8.9299151259968e-09,0.453317670796001,0.368,0.368,0.00030763557609059,"Monocyte_CD14highCD16low","PDS5A"
"FAM126B",8.93917911710955e-09,0.898150468375405,0.257,0.245,0.000307954720584424,"Monocyte_CD14highCD16low","FAM126B"
"KIDINS220",1.00135648819656e-08,0.496895492911206,0.403,0.411,0.000344967310183717,"Monocyte_CD14highCD16low","KIDINS220"
"STIM1",1.11617695369881e-08,0.423485739744731,0.355,0.344,0.00038452296054924,"Monocyte_CD14highCD16low","STIM1"
"PAPSS1",1.43791960529289e-08,0.261263679129659,0.254,0.306,0.0004953633040234,"Monocyte_CD14highCD16low","PAPSS1"
"SPTSSA",1.55781285740949e-08,0.273953116704515,0.272,0.331,0.000536666529377571,"Monocyte_CD14highCD16low","SPTSSA"
"TNFAIP2",1.55907169330596e-08,0.306754050683019,0.558,0.59,0.000537100198343903,"Monocyte_CD14highCD16low","TNFAIP2"
"IFI44",1.5939308336038e-08,0.921572266627521,0.265,0.257,0.000549109172176511,"Monocyte_CD14highCD16low","IFI44"
"CYB5R4",1.80917783654209e-08,0.597177454717225,0.464,0.506,0.000623261764688748,"Monocyte_CD14highCD16low","CYB5R4"
"MAPK1",1.8548138810359e-08,0.413392825723129,0.543,0.589,0.000638983382016868,"Monocyte_CD14highCD16low","MAPK1"
"NSD1",2.07167205518603e-08,0.486748686164398,0.425,0.442,0.000713691023011586,"Monocyte_CD14highCD16low","NSD1"
"ZCCHC7",2.21502682139465e-08,0.53678945870135,0.35,0.343,0.000763076739970458,"Monocyte_CD14highCD16low","ZCCHC7"
"STX16",2.39815916637349e-08,0.597476519016094,0.322,0.318,0.000826165832815666,"Monocyte_CD14highCD16low","STX16"
"PIK3CD",2.58495365642979e-08,0.510103192393133,0.384,0.383,0.000890516534640061,"Monocyte_CD14highCD16low","PIK3CD"
"RNF11",2.63371379315058e-08,0.348720645860192,0.258,0.313,0.000907314401740377,"Monocyte_CD14highCD16low","RNF11"
"NRDC",3.02718034718138e-08,0.618183915640279,0.379,0.394,0.00104286362960398,"Monocyte_CD14highCD16low","NRDC"
"DTNBP1",3.56726433473317e-08,0.270028651452705,0.239,0.287,0.00122892256331558,"Monocyte_CD14highCD16low","DTNBP1"
"ATP6V1H",3.58561821262145e-08,0.272484275706883,0.22,0.263,0.00123524547424809,"Monocyte_CD14highCD16low","ATP6V1H"
"ZNRF2",3.59909134000591e-08,0.498130764394545,0.258,0.239,0.00123988696663204,"Monocyte_CD14highCD16low","ZNRF2"
"MFSD1",3.86508660331306e-08,0.462186069228702,0.448,0.48,0.00133152233484135,"Monocyte_CD14highCD16low","MFSD1"
"CARD8",4.01621038411708e-08,0.322163920274191,0.397,0.482,0.00138358447732834,"Monocyte_CD14highCD16low","CARD8"
"ADNP",4.06472648685009e-08,0.548855177204405,0.291,0.283,0.00140029827471986,"Monocyte_CD14highCD16low","ADNP"
"RNF169",4.24941617071889e-08,0.68959190975999,0.276,0.264,0.00146392387081266,"Monocyte_CD14highCD16low","RNF169"
"KLHL24",4.44536535181737e-08,0.618214473094907,0.303,0.298,0.00153142836370108,"Monocyte_CD14highCD16low","KLHL24"
"GPATCH2L",4.45729959928554e-08,0.614767905225949,0.281,0.271,0.00153553971195387,"Monocyte_CD14highCD16low","GPATCH2L"
"CUL1",5.175630957732e-08,0.549443011000899,0.29,0.281,0.00178300486493867,"Monocyte_CD14highCD16low","CUL1"
"RIF1",5.72436447225329e-08,0.60650964617674,0.263,0.251,0.00197204356069126,"Monocyte_CD14highCD16low","RIF1"
"MTMR6",6.2700846798159e-08,0.67495828453919,0.276,0.268,0.00216004417219658,"Monocyte_CD14highCD16low","MTMR6"
"PPHLN1",6.86277158106238e-08,0.301192551409155,0.316,0.379,0.00236422480967599,"Monocyte_CD14highCD16low","PPHLN1"
"ANP32A",7.12731389601661e-08,0.524870990057048,0.574,0.652,0.00245535963717772,"Monocyte_CD14highCD16low","ANP32A"
"ADA2",7.53227058354178e-08,0.278697477047511,0.613,0.686,0.00259486721603014,"Monocyte_CD14highCD16low","ADA2"
"NRIP1",8.51772229303744e-08,0.502124246872113,0.346,0.342,0.0029343553299514,"Monocyte_CD14highCD16low","NRIP1"
"EHMT1",8.52813466022782e-08,0.484710588432108,0.33,0.322,0.00293794239044848,"Monocyte_CD14highCD16low","EHMT1"
"R3HCC1L",8.84424137420057e-08,0.468379343424729,0.265,0.247,0.0030468411534121,"Monocyte_CD14highCD16low","R3HCC1L"
"TIAM1",8.97138085845456e-08,0.536277256121386,0.372,0.383,0.0030906407057376,"Monocyte_CD14highCD16low","TIAM1"
"CNBP",9.06495515715424e-08,0.30110869044422,0.692,0.792,0.00312287705163964,"Monocyte_CD14highCD16low","CNBP"
"ZNFX1",1.03560718642992e-07,0.303274241344531,0.246,0.291,0.00356766675725108,"Monocyte_CD14highCD16low","ZNFX1"
"TRIM38",1.11662795054224e-07,0.250236012836706,0.442,0.532,0.00384678328961802,"Monocyte_CD14highCD16low","TRIM38"
"RAB5IF",1.19424375046357e-07,0.400081931907425,0.609,0.705,0.00411416972034699,"Monocyte_CD14highCD16low","RAB5IF"
"YY1",1.2856818675991e-07,0.427814017607424,0.48,0.518,0.00442917403387891,"Monocyte_CD14highCD16low","YY1"
"CMC1",1.29784158332869e-07,0.368590886655499,0.272,0.328,0.00447106425456732,"Monocyte_CD14highCD16low","CMC1"
"CNOT4",1.48447241523868e-07,0.538469311495426,0.343,0.346,0.00511400747049727,"Monocyte_CD14highCD16low","CNOT4"
"STXBP3",1.55608078572471e-07,0.639549500844297,0.339,0.344,0.00536069830682161,"Monocyte_CD14highCD16low","STXBP3"
"PTAR1",1.69608555244861e-07,0.585715426238206,0.279,0.271,0.00584301472818545,"Monocyte_CD14highCD16low","PTAR1"
"MAP2K1",1.70444456460404e-07,0.448210583825159,0.418,0.437,0.00587181152506092,"Monocyte_CD14highCD16low","MAP2K1"
"PKM",1.83160628003053e-07,0.297537320478471,0.651,0.744,0.00630988363470517,"Monocyte_CD14highCD16low","PKM"
"CARHSP1",1.83788364209881e-07,0.269671668987333,0.217,0.257,0.00633150914703039,"Monocyte_CD14highCD16low","CARHSP1"
"TNKS2",2.32608631625841e-07,0.50462367929242,0.333,0.329,0.00801336735951021,"Monocyte_CD14highCD16low","TNKS2"
"USP7",2.34658240537197e-07,0.541402365837449,0.317,0.314,0.00808397638650642,"Monocyte_CD14highCD16low","USP7"
"SSR1",2.75824343848928e-07,0.464615008970531,0.47,0.515,0.00950214864559558,"Monocyte_CD14highCD16low","SSR1"
"ARHGAP9",2.95879714715957e-07,0.357033366709298,0.278,0.333,0.0101930561719647,"Monocyte_CD14highCD16low","ARHGAP9"
"FGD4",2.97118606806942e-07,0.346107322896112,0.466,0.481,0.0102357360044992,"Monocyte_CD14highCD16low","FGD4"
"ACER3",2.97374699262588e-07,0.410107964629061,0.374,0.375,0.0102445583895962,"Monocyte_CD14highCD16low","ACER3"
"SPPL2A",3.17305158094476e-07,0.255899790972614,0.36,0.43,0.0109311626963547,"Monocyte_CD14highCD16low","SPPL2A"
"ABI1",3.29015438932239e-07,0.376608399905845,0.478,0.505,0.0113345818712156,"Monocyte_CD14highCD16low","ABI1"
"CTNNA1",3.63260499834573e-07,0.436711953192419,0.444,0.471,0.012514324219301,"Monocyte_CD14highCD16low","CTNNA1"
"PLEKHF2",3.93985601285526e-07,0.274756617127613,0.211,0.252,0.0135728039642864,"Monocyte_CD14highCD16low","PLEKHF2"
"UBE2E1",3.95657786299538e-07,0.542984018224645,0.427,0.458,0.0136304107380191,"Monocyte_CD14highCD16low","UBE2E1"
"SREK1",3.99875811611096e-07,0.558136325034039,0.349,0.358,0.0137757217100023,"Monocyte_CD14highCD16low","SREK1"
"CFLAR",4.53346827110606e-07,0.497024220744473,0.587,0.669,0.0156177981939604,"Monocyte_CD14highCD16low","CFLAR"
"BTBD7",4.71193903589499e-07,0.538808405068362,0.265,0.253,0.0162326299786582,"Monocyte_CD14highCD16low","BTBD7"
"MSL2",4.9758596885912e-07,0.506358318113388,0.282,0.272,0.0171418366271967,"Monocyte_CD14highCD16low","MSL2"
"NABP1",6.05040887024773e-07,0.805259386500004,0.276,0.27,0.0208436585580034,"Monocyte_CD14highCD16low","NABP1"
"CRYBG1",6.74428533046824e-07,0.636014779258651,0.302,0.298,0.0232340629634631,"Monocyte_CD14highCD16low","CRYBG1"
"LUC7L2",6.90173209276472e-07,0.552338809458995,0.363,0.371,0.0237764670595745,"Monocyte_CD14highCD16low","LUC7L2"
"SMG1",7.36766905800804e-07,0.467304154409278,0.405,0.416,0.0253816199048377,"Monocyte_CD14highCD16low","SMG1"
"PPM1B",7.74541341827424e-07,0.488963241971138,0.358,0.358,0.0266829492259548,"Monocyte_CD14highCD16low","PPM1B"
"FAM172A",7.81541134848089e-07,0.361211139788656,0.378,0.368,0.0269240920955167,"Monocyte_CD14highCD16low","FAM172A"
"FAF1",8.03435073286335e-07,0.31496879126861,0.333,0.318,0.0276783382747142,"Monocyte_CD14highCD16low","FAF1"
"SESTD1",8.06865917005983e-07,0.394134979703372,0.371,0.37,0.0277965308408561,"Monocyte_CD14highCD16low","SESTD1"
"RTF1",8.31597817579222e-07,0.272796417631502,0.374,0.45,0.0286485448156042,"Monocyte_CD14highCD16low","RTF1"
"LSM14A",8.68245795541981e-07,0.261565738853506,0.426,0.515,0.0299110676564212,"Monocyte_CD14highCD16low","LSM14A"
"VPS4B",8.98516851734544e-07,0.256307000419399,0.356,0.422,0.030953905542255,"Monocyte_CD14highCD16low","VPS4B"
"XRCC4",9.49318110834723e-07,0.666297151657946,0.283,0.28,0.0327040089182562,"Monocyte_CD14highCD16low","XRCC4"
"ANAPC15",1.0317467253962e-06,0.320525017576357,0.247,0.295,0.0355436746898991,"Monocyte_CD14highCD16low","ANAPC15"
"PRDM2",1.08048460032761e-06,0.359775705452997,0.39,0.393,0.0372226944812863,"Monocyte_CD14highCD16low","PRDM2"
"ATP5MPL",1.09271577707086e-06,0.368811897378751,0.769,0.876,0.0376440585200911,"Monocyte_CD14highCD16low","ATP5MPL"
"RBM26",1.1068140560547e-06,0.533812527144428,0.386,0.401,0.0381297442310844,"Monocyte_CD14highCD16low","RBM26"
"CUX1",1.22398173946009e-06,0.565949066750562,0.568,0.675,0.0421661709244002,"Monocyte_CD14highCD16low","CUX1"
"WAC",1.30973888973366e-06,0.372750527721376,0.565,0.627,0.0451205047513244,"Monocyte_CD14highCD16low","WAC"
"VTA1",1.32760978681429e-06,0.259103246861024,0.224,0.262,0.0457361571557521,"Monocyte_CD14highCD16low","VTA1"
"CSDE1",1.47859636948926e-06,0.29267206399202,0.66,0.772,0.0509376449289052,"Monocyte_CD14highCD16low","CSDE1"
"CD46",1.54746260818003e-06,0.518776673269577,0.505,0.557,0.0533100868518019,"Monocyte_CD14highCD16low","CD46"
"GLS",1.84069144526619e-06,0.525355808366634,0.362,0.365,0.0634118202894204,"Monocyte_CD14highCD16low","GLS"
"IL15",1.88969331145859e-06,0.518607817106855,0.332,0.334,0.0650999345797485,"Monocyte_CD14highCD16low","IL15"
"KIF1B",1.94870514723543e-06,0.438660728556654,0.294,0.281,0.0671328923222606,"Monocyte_CD14highCD16low","KIF1B"
"PSMC6",2.08684319498104e-06,0.271683270695981,0.349,0.419,0.0718917480670969,"Monocyte_CD14highCD16low","PSMC6"
"SECISBP2",2.35937335888734e-06,0.317995037480105,0.286,0.339,0.0812804122136689,"Monocyte_CD14highCD16low","SECISBP2"
"DTX3L",2.36897395368151e-06,0.366949379092896,0.251,0.296,0.0816111527043281,"Monocyte_CD14highCD16low","DTX3L"
"SNX30",2.54120237853303e-06,0.486049614705167,0.257,0.248,0.0875444219404629,"Monocyte_CD14highCD16low","SNX30"
"HEBP1",2.78807524610872e-06,0.255713954548536,0.291,0.347,0.0960491922284452,"Monocyte_CD14highCD16low","HEBP1"
"PLEKHA2",2.78874757115613e-06,0.252252218403682,0.328,0.383,0.0960723538263287,"Monocyte_CD14highCD16low","PLEKHA2"
"PHC2",2.83765636085477e-06,0.765828592876092,0.275,0.274,0.0977572616314468,"Monocyte_CD14highCD16low","PHC2"
"SAT2",2.85023760216304e-06,0.450549076076975,0.436,0.465,0.0981906853945166,"Monocyte_CD14highCD16low","SAT2"
"HECTD1",2.86805091412121e-06,0.494615941965744,0.368,0.381,0.0988043539914756,"Monocyte_CD14highCD16low","HECTD1"
"NBPF19",2.92457934970375e-06,0.303072757290462,0.303,0.364,0.100751758597294,"Monocyte_CD14highCD16low","NBPF19"
"NBEAL1",3.23279308908781e-06,0.280055949964805,0.219,0.257,0.111369721919075,"Monocyte_CD14highCD16low","NBEAL1"
"CRLF3",3.30390386274395e-06,0.567768821789306,0.359,0.367,0.113819488071529,"Monocyte_CD14highCD16low","CRLF3"
"IDS",3.54019482416639e-06,0.356590573265846,0.419,0.508,0.121959711692532,"Monocyte_CD14highCD16low","IDS"
